Easting,Northing,PurPrice,BldIntWr,BldPostW,Bld60s,Bld70s,Bld80s,TypDetch,TypSemiD,TypFlat,FlrArea
428100,277300,41300.0,1,0,0,0,0,0,1,0,84.613527019
390200,163500,112000.0,0,0,0,0,0,0,1,0,137.0
412800,286800,57000.0,1,0,0,0,0,0,1,0,92.0
534400,344000,49000.0,1,0,0,0,0,1,0,0,122.0
550900,224700,70000.0,0,0,0,0,0,0,0,1,73.189307674
449800,109700,80000.0,0,0,0,0,0,1,0,0,128.0
515900,176600,65000.0,0,0,0,0,0,0,0,1,92.0
533200,186500,63000.0,0,0,0,0,0,0,0,0,69.195474895
376600,389400,45500.0,0,0,0,0,0,0,0,1,96.037746364
526400,191000,56000.0,1,0,0,0,0,0,0,0,77.090260621
602400,142100,43250.0,0,0,0,0,0,0,0,1,81.0
600200,142800,40000.0,0,0,0,0,0,0,0,1,120.7437817
414400,430300,40000.0,1,0,0,0,0,0,0,1,76.532981628
617900,321500,105000.0,0,0,0,0,0,1,0,0,216.22424907
255000,47800,86000.0,1,0,0,0,0,1,0,0,80.526814408
551900,170300,85000.0,1,0,0,0,0,0,1,0,122.0
521000,175900,110000.0,0,0,0,0,0,0,0,0,102.16781528
448700,134300,89000.0,0,0,1,0,0,0,0,1,132.0
421300,301000,132000.0,0,0,0,0,1,1,0,0,185.0
564200,320200,24250.0,0,0,0,0,1,0,0,0,49.0
474500,181600,129000.0,0,1,0,0,0,1,0,0,143.0
474400,107800,61000.0,0,0,0,1,0,1,0,0,86.0
258800,146200,47500.0,0,0,0,1,0,0,0,1,116.84282875
432400,266100,50300.0,0,0,0,0,0,0,0,0,95.480467371
403500,284300,51500.0,0,0,0,0,0,0,0,1,58.514294206
421600,302500,48600.0,0,0,1,0,0,0,1,0,97.0
632300,141600,33000.0,0,0,0,0,0,0,0,0,69.0
437700,496300,45500.0,0,0,1,0,0,0,0,1,108.66940353
411900,417800,34000.0,0,0,0,0,0,0,0,1,108.20500437
604300,295100,40000.0,0,0,0,1,0,0,1,0,92.0
652100,306800,42000.0,0,0,0,0,1,0,1,0,95.108948043
279800,60400,39000.0,0,0,0,0,0,0,0,1,83.31320937
517100,104900,50000.0,0,0,1,0,0,0,0,1,76.62586146
444900,102900,63500.0,1,0,0,0,0,1,0,0,73.189307674
633800,170400,46000.0,1,0,0,0,0,0,0,0,150.0
530400,408400,37950.0,1,0,0,0,0,0,0,1,128.08128843
583600,263500,55500.0,0,0,1,0,0,0,1,0,94.0
410900,285600,31000.0,1,0,0,0,0,0,1,0,83.0
528500,156200,145000.0,1,0,0,0,0,1,0,0,121.95121951
401300,287400,39950.0,0,1,0,0,0,0,1,0,97.523823677
385900,156500,301000.0,0,0,0,0,1,1,0,0,278.0
546400,252100,87000.0,1,0,0,0,0,0,1,0,112.38459681
433900,277900,46000.0,1,0,0,0,0,0,0,1,95.016068211
300000,80600,30000.0,0,0,0,0,0,0,0,0,51.08390764
471400,140000,71000.0,0,0,1,0,0,0,1,0,113.0
313200,121100,40000.0,1,0,0,0,0,0,0,1,97.523823677
579900,109100,19000.0,0,0,0,0,0,0,0,0,57.0
316500,176600,56500.0,0,0,0,0,0,0,0,1,121.95121951
319900,179200,61000.0,0,1,0,0,0,0,1,0,80.248174911
290800,179300,39000.0,1,0,0,0,0,0,1,0,111.82731782
330000,214100,28000.0,0,0,0,0,0,1,0,0,43.653521074
521300,206100,120000.0,0,0,0,0,1,1,0,0,112.0
483600,160600,115000.0,0,0,1,0,0,1,0,0,126.31657162
472100,154700,115500.0,0,0,0,1,0,1,0,0,137.46215147
499600,151600,50000.0,0,0,0,0,0,0,1,0,66.873479093
495800,157100,88000.0,0,0,1,0,0,0,1,0,109.13380269
581100,151600,54000.0,0,1,0,0,0,0,1,0,95.8519867
490700,225100,45000.0,0,0,0,1,0,0,0,1,69.381234559
469500,173900,40000.0,0,0,0,0,0,0,0,1,92.0
476100,171100,70000.0,0,0,0,0,1,0,0,1,98.0
562900,177600,57000.0,0,0,0,0,1,0,0,0,75.418423643
582200,186500,39995.0,1,0,0,0,0,0,0,0,58.0
514200,172900,70000.0,1,0,0,0,0,0,0,1,79.876655583
511400,173000,53000.0,0,1,0,0,0,0,0,0,66.223320268
542800,188200,89000.0,1,0,0,0,0,0,0,1,107.7406052
528300,169900,74500.0,1,0,0,0,0,0,0,1,88.23584047
537200,187400,45000.0,0,0,0,0,0,0,0,1,99.752939647
541300,182600,38000.0,0,0,0,0,0,0,0,1,84.056248026
519800,182900,75000.0,0,0,0,1,0,0,0,0,71.053071536
511100,182300,86000.0,1,0,0,0,0,0,1,0,109.41244218
515500,190000,52000.0,0,0,0,0,0,0,0,0,58.0
526800,175100,80000.0,0,0,0,0,0,0,0,0,108.0
522000,169300,52000.0,1,0,0,0,0,0,0,0,64.0
540700,157700,68000.0,0,0,1,0,0,0,0,1,120.0
449700,335300,50000.0,0,0,1,0,0,0,1,0,85.0
495500,265900,61000.0,1,0,0,0,0,0,1,0,49.0
473600,264400,63000.0,0,0,0,0,1,1,0,0,106.0
457700,303200,24500.0,0,0,0,0,0,0,0,1,79.133616926
457400,335700,80000.0,0,0,1,0,0,1,0,0,88.0
555900,372300,42500.0,0,0,1,0,0,1,0,0,78.0
434900,372300,60000.0,0,0,0,0,1,1,0,0,105.6972489
514500,310200,90000.0,0,0,0,0,1,1,0,0,166.71929857
441200,293100,39000.0,1,0,0,0,0,0,1,0,98.0
454600,340600,28500.0,1,0,0,0,0,0,0,1,72.0
462700,259000,51000.0,0,0,1,0,0,0,1,0,91.0
422400,569300,53500.0,0,0,1,0,0,0,1,0,103.46813293
352200,431600,57500.0,1,0,0,0,0,0,1,0,92.415432913
358000,399000,61000.0,0,0,0,1,0,0,1,0,110.52700017
367400,430100,71000.0,0,1,0,0,0,1,0,0,93.994390058
